1;184.27;183.27;906.848.796;1;0.333333;0.083333;0.166667;0.333333;7;10;2000;296.068.191;417.694.654;0;12;129.587.959
1;288.4;288.4;931.971.634;0;0.75;0;0.75;0.166667;2;9;9000;1.733.213.844;705.163.246;0;12;2.997.999.455
0.272727;170.92;0;0;170.92;0.583333;0.583333;0;0;0;7;4000;227.392.057;37.257.557;0;12;2.796.865
0.909091;493.32;343.39;0;149.93;0.75;0.166667;0.5;0;0;14;5000;471.382.074;153.842.106;0.75;12;56.149.055
1;833.28;833.28;0;0;1;0;1;0;0;24;4000;1.020.782.939;1.329.038.006;0;12;2.054.372.848
0.875;163.31;163.31;0;0;0.875;0;0.75;0;0;7;1000;62.619.008;109.580.539;0;8;55.147.722
1;8945.67;0;0;8945.67;0.916667;0.916667;0;0;0;23;5500;7.917.840.874;261.663.214;1;12;965.514.081
1;443.04;443.04;0;0;1;0;1;0;0;12;1500;404.189.925;151.005.361;1;12;35.771.638
1;287.43;287.43;1.661.975.726;0;0.75;0;0.666667;0.5;17;15;6500;1.297.428.044;1.331.499.517;0;12;5.438.546.318
0.818182;485.73;333.33;47.410.077;152.4;0.25;0.083333;0.166667;0.083333;1;3;2500;1.657.453.579;146.965.562;0.1;12;531.075.085
1;848.26;733.26;1.032.462.268;115;0.916667;0.083333;0.833333;0.083333;2;12;1200;2.117.531.771;838.137.478;0.083333;12;1.175.749.847
1;479;399;0;80;0.916667;0.083333;0.666667;0;0;14;2000;389.241.521;141.850.602;0.8;12;40.607.669
0.727273;2147.01;2147.01;0;0;1;0;1;0;0;60;8000;8.481.013.758;2.978.655.593;0;12;3.265.116.481
1;664.61;618.91;945.736.707;45.7;0.666667;0.083333;0.5;0.166667;3;15;7500;453.692.206;358.574.883;0;12;1.435.703.308
1;1212.66;865.05;456.612.334;347.61;0.833333;0.25;0.75;0.083333;1;25;2500;1.711.231.409;160.362.153;0.272727;12;179.825.945
1;0;0;242.059.067;0;0;0;0;0.166667;3;0;5000;533.940.153;82.656.466;0;12;2.377.537.394
0.545455;220.48;0;0;220.48;0.083333;0.083333;0;0;0;1;5000;302.180.025;60.558.319;0;12;1.659.641
1;3513.64;0;0;3513.64;0.833333;0.833333;0;0;0;7;8000;879.211.422;80.471.261;0;6;6.943.433.775
1;0;0;3.179.132.724;0;0;0;0;0.25;7;0;5000;865.821.715;1.977.876.309;0;12;4.917.162.359
1;232.8;0;33.157.572;232.8;0.25;0.25;0;0.083333;1;5;3000;1.473.641.228;328.114.324;0.083333;12;874.203.747
1;433.63;0;2.433.987.199;433.63;0.25;0.25;0;0.583333;13;5;7000;153.475.789;1.663.455.756;0;12;6.014.806.806
1;0;0;478.933.445;0;0;0;0;0.083333;1;0;3000;652.759.069;6.038.567.518;0;12;2.762.536.531
1;325.92;325.92;0;0;1;0;1;0;0;12;2500;347.671.947;16.630.613;0.416667;12;48.283.965
0.454545;160;0;0;160;0.083333;0.083333;0;0;0;1;6500;204.116.016;104.698.965;0;12;46.981.185
0.818182;1799.45;1301.7;76.417.858;497.75;0.75;0.25;0.666667;0.25;3;28;1500;1.023.384.336;177.146.564;0.142857;12;512.915.157
1;4129.97;2325.87;45.162.219;1804.1;1;0.75;1;0.25;4;56;5000;2.557.014.611;605.697.272;0;12;2.948.966.018
1;0;0;96.091.248;0;0;0;0;0.083333;1;0;1200;255.224.549;25.204.309;0;12;1.168.345.069
1;0;0;3.631.844.028;0;0;0;0;0.333333;5;0;8500;8.574.541.634;1.473.841.361;0;12;5.049.442.457
1;915.64;915.64;0;0;0.916667;0;0.833333;0;0;11;9500;855.755.398;170.160.443;0.727273;12;86.157.142
1;0;0;150.816.956;0;0;0;0;0.416667;16;0;11500;2.050.017.323;799.436.291;0.25;12;3.214.530.319
1;0;0;905.709.193;0;0;0;0;0.083333;5;0;2500;626.891.685;770.717.959;0;12;2.413.719.637
0.818182;2228.35;627.36;0;1600.99;0.75;0.666667;0.583333;0;0;29;12000;1.842.340.524;11.044.378;0.454545;12;177.556.406
1;450;450;0;0;1;0;0.888889;0;0;9;1000;333.656.186;148.510.706;0;9;88.633.107
1;0;0;2.686.074.313;0;0;0;0;0.222222;2;0;6000;674.702.724;1.102.054.684;0;9;4.611.724.712
1;3048.4;547.6;119.336.811;2500.8;0.75;0.666667;0.333333;0.083333;1;30;3000;1.390.388.571;40.349.587;0;12;1.747.858.092
1;614.53;303.31;0;311.22;0.666667;0.333333;0.333333;0;0;15;1700;570.147.403;429.203.871;0;12;1.487.517.111
0.545455;1480.76;0;0;1480.76;0.333333;0.333333;0;0;0;19;1000;2.441.727.849;153.303.679;1;12;130.678.469
1;168;168;0;0;1;0;1;0;0;12;5500;154.705.191;157.784.568;0.083333;12;11.116.861
0.272727;170;0;0;170;0.083333;0.083333;0;0;0;1;6500;734.613.034;166.057.617;1;12;19.945.714
1;0;0;275.762.341;0;0;0;0;0.083333;1;0;1500;26.659.382;276.874.306;0;12;1.191.955.492
1;146.68;104.02;2.206.510.074;42.66;0.25;0.083333;0.166667;0.333333;7;5;8000;1.951.218.091;1.669.058.818;0;12;5.873.201.628
0.727273;326.64;0;0;326.64;0.166667;0.166667;0;0;0;2;3000;3.434.224.242;589.095.389;0;12;2.019.768.435
0.454545;1144.35;66.9;0;1077.45;0.416667;0.416667;0.166667;0;0;26;500;1.618.479.121;135.440.312;1;12;44.350.816
1;262.08;262.08;0;0;1;0;1;0;0;23;5000;557.258.278;490.403.966;0;12;1.941.315.169
1;45;0;104.238.064;45;0.083333;0.083333;0;0.083333;1;1;4500;1.073.844.885;968.941.265;0;12;4.037.305.658
0.909091;0;0;2.266.490.818;0;0;0;0;0.25;3;0;1200;2.379.418.142;299.913.534;0.090909;12;607.880.635
1;442.04;442.04;0;0;0.666667;0;0.666667;0;0;12;2000;435.927.928;129.152.786;0.8;12;38.424.273
0;0;0;89.849.004;0;0;0;0;0.142857;1;0;3000;138.021.428;;0;7;0
1;446.05;446.05;0;0;1;0;0.909091;0;0;11;1000;387.745.745;158.394.845;1;11;31.050.921
1;102.4;102.39;526.948.456;0.01;0.75;0.083333;0.666667;0.083333;2;13;1500;812.543.364;24.891.561;0;12;545.767.741
1;3333.95;2016.94;513.286.838;1317.01;1;0.5;1;0.083333;2;91;6000;6.967.667.428;2.158.446.633;0;12;400.732.326
0.909091;0;0;1.682.137.421;0;0;0;0;0.636364;12;0;1500;2.162.277.429;257.081.648;0.125;11;634.514.354
1;280;280;254.298.735;0;1;0;0.857143;0.142857;1;7;1000;64.596.029;137.819.399;0;7;367.263.145
1;560.75;392.1;0;168.65;0.454545;0.181818;0.363636;0;0;11;2500;509.825.296;599.949.312;0;11;1.727.333.496
0.857143;75.99;0;0;75.99;0.142857;0.142857;0;0;0;1;2700;69.163.384;99.401.747;0;7;41.642.389
1;0;0;55.212.259;0;0;0;0;0.166667;2;0;1500;276.630.198;504.836.908;0;12;1.383.161.918
0;136.8;136.8;0;0;1;0;1;0;0;12;2700;12.799.655;;0;12;0
0.727273;205.92;205.92;0;0;0.666667;0;0.666667;0;0;24;1200;327.268.542;110.286.711;0.181818;12;2.793.791
0.909091;294.98;294.98;0;0;1;0;0.909091;0;0;12;1500;293.826.005;46.022.249;0.25;11;15.529.084
0.714286;269.85;58.05;1.115.885.225;211.8;0.714286;0.142857;0.571429;0.428571;5;6;2000;174.556.187;95.587.203;0.333333;7;186.020.599
0.727273;109.44;109.44;0;0;0.666667;0;0.666667;0;0;8;2500;149.743.686;10.673.778;0.2;12;11.720.573
1;1134.38;738.09;4.323.275.849;396.29;0.916667;0.083333;0.916667;0.166667;2;22;12000;1.492.992.521;829.092.375;0;12;3.086.119.532
1;43.2;43.2;17.622.717;0;0.166667;0;0.083333;0.333333;4;2;1200;676.139.575;314.901.632;0;12;1.060.209.389
1;80;80;0;0;0.166667;0;0.166667;0;0;4;5000;767.024.618;228.893.626;0;12;694.409.019
1;569.9;0;0;569.9;0.166667;0.166667;0;0;0;3;9500;634.000.055;92.012.927;0.083333;12;80.708.806
1;14686.1;14686.1;3.422.724.703;0;1;0;1;0.083333;2;347;13600;114.006.013;1.028.513.412;0;12;1.163.132.337
0.909091;944.44;944.44;138.221.391;0;1;0;1;0.166667;5;32;1500;2.685.673.905;1.509.468.577;0;12;1.297.740.903
1;548.85;163.56;153.665.694;385.29;0.666667;0.333333;0.5;0.083333;1;13;1200;38.115.677;2.138.837;0;12;709.473.364
1;2214.64;964.34;0;1250.3;1;0.666667;1;0;0;34;9000;1.428.539.668;930.608.759;0;12;3.682.667.737
1;85.54;85.54;9.945.280.243;0;0.222222;0;0.111111;0.444444;10;2;10000;1.594.977.158;1.712.713.459;0;9;7.919.563.494
0.555556;0;0;6.897.966.615;0;0;0;0;0.222222;2;0;8500;7.313.426.958;18.318.233;0.333333;9;506.470.396
1;0;0;4.464.940.638;0;0;0;0;0.583333;45;0;6500;6.925.733.929;978.238.735;0.083333;12;3.211.389.574
1;503.25;503.25;0;0;0.916667;0;0.833333;0;0;11;8500;500.251.341;171.601.056;1;12;44.081.566
1;1752.15;187.99;1.072.351.863;1564.16;1;0.916667;0.583333;0.25;4;53;10300;1.489.597.574;154.964.691;0;12;5.036.870.531
0.272727;202;0;0;202;0.166667;0.166667;0;0;0;2;2000;200.169.721;43.909.196;0;12;15.728.894
0.909091;258.74;0;0;258.74;0.666667;0.666667;0;0;0;16;12000;502.486.404;105.034.384;1;12;28.934.197
1;524.7;374.38;1.168.556.598;150.32;1;0.25;0.75;0.083333;1;15;1200;1.772.643.444;144.171.824;0.25;12;473.599.403
1;0;0;363.680.545;0;0;0;0;0.125;1;0;1500;214.423.727;36.296.484;0;8;1.406.483.149
1;1099.56;1099.56;0;0;1;0;1;0;0;49;4000;32.668.893;19.376.002;0;12;641.317.325
1;540;540;912.094.948;0;1;0;0.875;0.125;4;15;1000;365.497.356;123.686.484;0;8;945.802.599
1;1690.93;0;0;1690.93;0.6;0.6;0;0;0;25;1200;1.783.396.008;509.554.302;0;10;80.368.596
0.545455;417;417;0;0;0.416667;0;0.416667;0;0;6;5000;394.135.239;97.638.234;0.454545;12;21.494.012
0.454545;630.42;287.89;0;342.53;1;1;1;0;0;31;4000;671.281.725;47.609.315;0.1;12;6.955.591
1;1556.66;1347.33;0;209.33;0.916667;0.083333;0.833333;0;0;23;1000;1.234.677.121;16.947.941;0.25;12;169.062.888
1;5359.02;2959.24;0;2399.78;1;1;1;0;0;60;6000;0;;0;12;515.904.786
0.857143;1000;0;202.236.136;1000;0.142857;0.142857;0;0.714286;13;1;2500;862.833.252;233.053.173;0;7;1.706.846.933
1;3597.02;763.89;0;2833.13;1;1;1;0;0;65;2000;3.901.786.339;17.754.056;0.25;12;449.456.201
1;65;0;354.816.958;65;0.090909;0.090909;0;0.272727;6;1;2500;118.654.655;239.240.948;0;11;449.123.098
1;924.19;924.19;432.263.451;0;1;0;1;0.166667;2;48;2500;874.589.045;845.447.604;0;12;2.336.363.625
1;3014.23;1673.89;103.610.197;1340.34;1;0.833333;1;0.083333;1;93;4500;1.350.370.286;655.633.916;0;12;2.903.781.184
1;0;0;3.768.696.678;0;0;0;0;0.25;3;0;8000;1.097.314.532;2.384.817.152;0.083333;12;6.388.108.487
1;0;0;1.831.109.653;0;0;0;0;0.1;1;0;3500;66.124.329;596.541.854;0;10;3.356.816.523
1;294.13;229.13;0;65;0.916667;0.083333;0.833333;0;0;12;1500;686.376.349;26.650.397;0;12;1.167.045.536
0.818182;59.8;0;0;59.8;0.166667;0.166667;0;0;0;2;500;98.211.239;119.964.053;0;12;14.891.908
0.818182;427.98;427.98;0;0;1;0;0.916667;0;0;18;1500;40.234.297;17.773.542;0.111111;12;7.054.474
0.9;26582.34;11423.44;0;15158.9;0.9;0.8;0.8;0;0;55;28000;2.655.709.724;586.029.097;0.875;10;3.108.393.701
1;786;140;0;646;0.5;0.166667;0.416667;0;0;10;5000;599.435.586;323.619.258;0;12;1.364.390.161
1;435.08;0;0;435.08;0.916667;0.916667;0;0;0;15;7500;3.796.014.359;180.308.803;0.2;12;22.603.038
1;0;0;5.291.215.227;0;0;0;0;0.5;17;0;4000;457.656.764;1.819.139.749;0.083333;12;3.948.776.884
1;0;0;2.037.648.071;0;0;0;0;0.25;3;0;12500;7.265.976.143;847.170.642;0;12;3.057.553.683
1;1967.86;1409.17;0;558.69;1;0.5;1;0;0;140;11500;1.413.122.627;387.054.045;0;12;1.094.300.448
1;1279.21;1036.3;196.593.829;242.91;1;0.333333;1;0.083333;1;50;4500;656.977.251;862.499.664;0;12;2.012.049.986
1;2720.68;140.49;0;2580.19;1;0.833333;0.666667;0;0;49;5000;2.800.406.648;357.591.488;0;12;1.646.715.644
1;349.12;0;0;349.12;0.25;0.25;0;0;0;4;2700;383.414.493;163.463.142;0;12;120.658.015
0.636364;815.9;815.9;0;0;1;0;1;0;0;17;1800;2.359.629.958;86.329.554;0;12;13.234.224
1;129;0;2.168.295.882;129;0.083333;0.083333;0;0.166667;2;1;1700;215.293.568;539.700.832;0.083333;12;906.830.419
1;637.84;637.84;0;0;0.636364;0;0.545455;0;0;7;4500;888.272.466;210.538.977;0;11;703.407.676
1;0;0;18.904.244;0;0;0;0;0.083333;1;0;1200;264.159.577;312.807.548;0;12;111.644.317
1;1854.3;1679.9;0;174.4;1;0.083333;1;0;0;26;1200;844.459.124;717.606.248;0.166667;12;778.393.346
1;247.66;115.66;0;132;1;0.166667;1;0;0;16;1700;163.543.097;151.846.536;0;12;5.458.197
0.181818;379.3;379.3;0;0;0.166667;0;0.166667;0;0;6;2500;534.818.301;28.994.494;0.181818;12;28.394.518
1;0;0;189.624.301;0;0;0;0;0.5;6;0;1500;381.094.555;462.715.637;0;12;1.382.310.939
0.8;469;469;0;0;0.6;0;0.5;0;0;6;1000;541.359.082;11.503.052;0.833333;10;6.052.124
1;174.05;104.5;171.406.927;69.55;0.166667;0.083333;0.083333;0.25;5;3;3000;1.711.864.665;392.529.445;0;12;1.347.883.104
1;1723.3;202.98;561.814.107;1520.32;0.916667;0.916667;0.666667;0.166667;3;32;3000;1.328.848.053;1.344.153.649;0;12;2.506.085.855
1;178.9;104;1.948.211.838;74.9;0.333333;0.083333;0.166667;0.416667;10;4;10000;61.902.881;114.924.369;0;12;2.986.070.256
1;1627.69;1627.69;0;0;1;0;1;0;0;49;5500;2.507.704.747;7.490.453.967;0;12;5.747.761.139
1;691.66;0;992.321.871;691.66;0.333333;0.333333;0;0.25;4;4;1500;1.395.925.667;263.711.559;0;12;809.572.784
1;637.19;468.65;0;168.54;1;0.25;1;0;0;37;2500;47.892.389;168.015.528;0;12;191.333.253
1;1442.9;1018.3;0;424.6;1;0.666667;0.833333;0;0;29;4000;1.111.898.226;87.775.306;1;6;216.705.656
1;50;0;0;50;0.083333;0.083333;0;0;0;1;1000;315.440.785;628.156.487;0;12;939.348.677
0.142857;43.08;0;0;43.08;0.142857;0.142857;0;0;0;2;300;143.823.981;48.679.152;0;7;2.611.795
1;786.92;487.71;960.999.868;299.21;0.333333;0.083333;0.25;0.083333;2;11;4500;1.857.229.391;1.430.198.661;0;12;3.771.944.203
0.777778;351.89;0;998.213.893;351.89;0.333333;0.333333;0;0.111111;4;7;1200;1.899.543.637;421.253.268;0.2;9;640.510.192
1;159;0;3.983.763.805;159;0.083333;0.083333;0;0.75;24;1;9000;1.620.868.564;2.568.327.034;0;12;8.033.907.466
1;0;0;1.539.285.222;0;0;0;0;0.333333;13;0;3000;207.448.103;1.335.055.682;0;12;2.948.447.663
1;3970.8;1703.8;0;2267;1;0.583333;0.916667;0;0;64;7500;3.879.252.512;1.868.983.718;0;12;6.404.955.912
1;2457.53;1104.9;6.088.185.478;1352.63;1;0.571429;0.857143;0.571429;16;35;8000;114.070.277;1.824.646.248;0;7;5.619.654.569
0.090909;114;0;0;114;0.083333;0.083333;0;0;0;2;4000;434.803.301;57.299.031;0;12;5.606.423
0.545455;143.75;143.75;0;0;0.416667;0;0.416667;0;0;5;1500;330.503.125;147.685.817;1;12;12.209.291
0.545455;1346.9;318.9;0;1028;0.583333;0.083333;0.416667;0;0;14;8000;1.369.437.449;98.678.839;0.333333;12;133.405.494
0.909091;62.73;62.73;0;0;0.272727;0;0.181818;0;0;3;5000;540.130.507;146.069.474;0.272727;11;106.894.095
1;2553.46;1985;0;568.46;1;0.25;1;0;0;25;7000;2.559.544.182;241.597.164;0;12;75.767.311
1;66;0;1.750.387.105;66;0.083333;0.083333;0;0.583333;14;1;3000;663.167.426;539.587.943;0;12;232.350.306
1;2391.44;1188.26;49.410.478;1203.18;1;0.666667;1;0.083333;1;32;5000;2.536.830.662;210.770.458;0.333333;12;258.223.705
0.727273;300;300;0;0;0.666667;0;0.583333;0;0;8;7500;214.796.949;99.124.898;0;12;31.980.197
0.272727;62.36;0;0;62.36;0.083333;0.083333;0;0;0;1;1800;23.296.458;119.309.297;0;12;10.334.498
1;271.68;271.68;0;0;0.666667;0;0.583333;0;0;12;2400;226.744.914;167.809.303;0.083333;12;3.289.402
1;666.89;116.1;0;550.79;0.5;0.25;0.166667;0;0;8;7500;579.257.195;773.160.428;0;12;2.196.006.333
1;0;0;15.214.064;0;0;0;0;0.25;4;0;1600;404.150.829;740.836.747;0;12;150.244.469
1;529.3;0;4.100.891.579;529.3;0.5;0.5;0;1;23;10;19000;205.114.647;3.905.740.148;0;8;152.582.259
1;5350.19;566.85;0;4783.34;1;1;0.916667;0;0;101;8000;5.825.602.115;318.305.326;0.166667;12;1.272.927.288
0.818182;223.6;168;0;55.6;0.75;0.75;0.083333;0;0;11;4500;1.358.034.176;13.406.456;0.142857;12;242.450.349
0;265.76;265.76;0;0;0.916667;0;0.916667;0;0;11;1500;288.141.157;14.094.123;0;12;0
1;1008.56;828.56;0;180;1;0.166667;0.916667;0;0;14;6000;132.109.625;151.452.457;0.8;12;70.392.491
1;756.54;0;0;756.54;0.5;0.5;0;0;0;15;4000;1.110.870.941;1.431.201.171;0;12;3.983.923.705
0.818182;711.8;214;0;497.8;0.666667;0.166667;0.416667;0;0;10;8500;2.007.282.363;146.809.491;0.111111;12;23.190.824
1;145.28;110.03;1.404.503.073;35.25;0.833333;0.25;0.75;0.416667;28;14;8000;1.235.201.553;199.811.334;0.166667;12;460.956.973
0.727273;0;0;2.990.165.538;0;0;0;0;0.166667;4;0;3000;4.399.723.425;500.276.155;0.142857;12;1.641.251.218
1;1184.98;427.03;6.370.145.895;757.95;0.5;0.333333;0.333333;0.666667;18;14;7000;4.291.341.088;946.341.931;0;12;3.470.333.673
1;320.64;320.64;0;0;1;0;1;0;0;12;4000;273.840.392;168.037.964;0.416667;12;20.594.739
1;706.08;0;0;706.08;0.916667;0.916667;0;0;0;13;1500;184.790.353;717.097.215;0;12;683.286.191
1;245.39;245.39;0;0;0.583333;0;0.5;0;0;7;4000;328.796.655;165.308.304;0;12;497.908.027
1;1338.72;0;0;1338.72;1;1;0;0;0;13;9500;1.753.988.494;1.290.972.218;0;12;5.693.979.714
1;14332.92;3743.95;0;10588.97;1;0.909091;0.909091;0;0;152;16000;7.116.531.862;2.117.186.083;0;11;77.605.254
1;639.7;639.7;0;0;1;0;1;0;0;32;1000;862.819.773;1.027.530.687;0;12;1.008.494.418
1;0;0;73.140.635;0;0;0;0;0.083333;1;0;1200;33.579.384;439.082.668;0;12;1.118.057.185
0;581;581;0;0;0.583333;0;0.583333;0;0;7;1000;692.523.718;;0;12;0
1;941.64;941.64;0;0;1;0;1;0;0;12;2500;109.778.942;176.610.605;0.083333;12;408.656.365
1;2450.73;1000;0;1450.73;0.583333;0.166667;0.416667;0;0;13;4200;153.431.902;61.283.515;0;12;1.887.119.184
0.25;0;0;892.941.422;0;0;0;0;0.125;2;0;1500;1.272.269.385;28.024.972;0.333333;8;50.803.778
1;450;450;0;0;1;0;0.9;0;0;10;1000;386.571.651;131.349.565;1;10;19.946.102
1;2457.48;1184.98;0;1272.5;1;0.583333;1;0;0;69;7000;2.858.180.367;177.692.271;0.25;12;515.135.703
1;972.38;972.38;0;0;1;0;1;0;0;21;1900;667.050.505;538.835.764;0;12;1.117.368.286
1;1903.66;115.58;0;1788.08;0.833333;0.833333;0.166667;0;0;35;9000;2.093.551.911;16.981.431;1;12;156.536.773
1;5154.75;3532.69;0;1622.06;1;0.5;1;0;0;115;9500;6.436.518.476;1.823.789.613;0;12;6.388.820.712
0.545455;0;0;1.435.898.249;0;0;0;0;0.083333;1;0;1500;444.852.002;486.647.187;0;12;666.314.773
0.818182;3094.97;2909.97;0;185;0.75;0.25;0.666667;0;0;12;14500;2.543.550.697;124.465.257;0.666667;12;293.029.263
1;1025.03;1025.03;0;0;1;0;1;0;0;67;2800;1.148.409.463;183.177.287;0.083333;12;288.474.257
1;1312.35;0;0;1312.35;0.916667;0.916667;0;0;0;12;300;121.260.088;178.466.749;0.5;12;143.025.504
1;493.5;0;0;493.5;0.25;0.25;0;0;0;3;4000;330.804.995;3.396.356.156;0.272727;12;379.767.959
1;1846.03;1338.71;187.819.777;507.32;1;0.333333;1;0.083333;1;33;4500;108.235.936;521.999.553;0;12;2.136.215.769
1;133.31;133.31;148.475.392;0;0.583333;0;0.583333;0.166667;2;1;1000;496.155.153;716.223.809;0;12;971.681.565
1;0;0;25.813.761;0;0;0;0;0.583333;8;0;1200;503.164.651;326.336.533;0;12;1.182.324.933
0.636364;659.72;573.86;0;85.86;0.583333;0.083333;0.583333;0;0;29;4000;1.070.775.031;149.617.347;0.375;12;88.173.076
1;874.94;874.94;0;0;0.833333;0;0.75;0;0;18;1500;716.241.063;1.502.744.095;0;12;1.529.206.464
1;823.05;250;1.000.869.648;573.05;0.5;0.25;0.416667;0.25;3;11;1500;2.049.345.099;26.690.291;0;12;1.173.112.709
1;151.92;151.92;0;0;1;0;1;0;0;12;3500;447.181.346;17.175.455;0.083333;12;12.305.867
0;110.4;110.4;0;0;1;0;1;0;0;12;1000;0;;0;12;0
0.454545;377.07;0;367.672.276;377.07;0.25;0.25;0;0.083333;2;8;1500;1.547.271.973;15.718.024;0.25;12;78.027.358
1;608.75;141.92;0;466.83;0.583333;0.333333;0.25;0;0;8;1200;372.620.322;331.451.667;0;12;1.111.110.344
1;5153.28;1801;0;3352.28;1;0.583333;1;0;0;105;11500;4.872.818.088;9.642.502.512;0;12;9.255.143.419
1;0;0;7.363.303.617;0;0;0;0;0.25;3;0;12500;7.570.031.897;1.489.464.244;0;12;5.795.166.009
1;961.86;961.86;0;0;1;0;1;0;0;34;5000;905.343.134;163.858.003;0.75;12;63.738.066
1;538.51;0;7.232.069.823;538.51;0.333333;0.333333;0;0.666667;20;4;12000;1.355.948.713;1.471.164.439;0;12;6.509.334.652
1;368.16;368.16;0;0;1;0;1;0;0;32;2500;153.124.113;143.416.453;0.083333;12;694.432
1;1241.4;615;0;626.4;0.666667;0.25;0.666667;0;0;22;11000;848.624.102;855.287.602;0;12;3.711.955.487
1;1847.57;1005.98;0;841.59;0.583333;0.25;0.5;0;0;35;3350;1.652.359.591;6.249.314;0;12;1.862.566.976
0.454545;421.6;108.75;0;312.85;0.333333;0.166667;0.166667;0;0;5;1000;303.472.063;290.219.348;0;12;41.550.285
0.545455;372;98.4;0;273.6;0.333333;0.166667;0.25;0;0;7;4000;662.401.178;14.947.264;0.2;12;47.424.621
1;1877.24;950.34;0;926.9;0.166667;0.166667;0.083333;0;0;29;8500;450.307.943;810.909.841;0.083333;12;2.515.968.879
1;0;0;3.360.228.794;0;0;0;0;0.25;11;0;7000;127.776.778;2.760.115.734;0;12;645.856.209
0.909091;157.61;0;0;157.61;0.333333;0.333333;0;0;0;8;1800;173.321.501;135.658.586;0.142857;12;33.117.601
1;12024.37;800.27;0;11224.1;1;1;0.5;0;0;133;8000;1.151.639.232;556.651.236;0.333333;12;2.017.391.656
1;942.22;168.62;39.771.148;773.6;1;0.5;1;0.25;3;36;2200;2.852.584.209;759.107.707;0;12;1.564.180.333
0.909091;2331.4;1488.5;0;842.9;0.75;0.416667;0.666667;0;0;24;4500;1.859.888.094;164.943.132;0;12;481.807.171
1;0;0;2.772.592.928;0;0;0;0;0.083333;2;0;17500;2.353.936.879;258.094.527;0;12;8.695.084.351
1;0;0;3.860.699.586;0;0;0;0;0.916667;25;0;8500;2.414.311.297;2.333.795.712;0;12;8.073.909.084
0.181818;427.5;427.5;0;0;1;0;1;0;0;23;1500;443.007.864;15.052.203;0.111111;12;0.737154
1;1498.28;831.28;0;667;0.833333;0.416667;0.583333;0;0;24;12000;1.343.450.205;189.406.063;0.583333;12;154.271.153
0.875;157.4;0;0;157.4;0.125;0.125;0;0;0;6;1200;1.494.480.376;263.859.841;0;8;757.964.752
1;14300.98;3906.31;0;10394.67;1;0.916667;0.916667;0;0;55;18000;1.353.567.697;352.090.849;1;12;1.377.812.538
0.454545;519;519;0;0;0.416667;0;0.333333;0;0;8;2500;254.590.662;73.203.221;0.25;12;41.089.489
0.909091;1525.1;1525.1;0;0;0.833333;0;0.833333;0;0;13;4000;1.682.312.643;157.835.032;1;12;92.239.093
